Fx,Fy,Fz,Force Magnitude,Timestamp
0.013299589157104386,0.0887483310699464,-0.06383018493652326,0.11012464687107669,0.11250138282775879
0.0672880458831786,0.03370034217834483,0.040252399444580256,0.08534430175917032,0.14329314231872559
-0.10799347877502452,0.09501683235168468,0.022665214538574396,0.1456176563407042,0.17437458038330078
-0.056311006546020614,-0.005052213668823136,0.0009243011474611151,0.05654474912662199,0.20520830154418945
-0.06805455207824718,-0.038654928207397354,0.022628498077392756,0.08147192435758756,0.2362661361694336
0.10631335258483876,0.08434807777404796,-0.02295951843261701,0.1376381729341928,0.26653361320495605
0.2011381435394286,-0.12216341972351064,-0.043374824523925604,0.2392944406113768,0.29818058013916016
0.10723174095153798,0.05107247352600108,-0.04375009536743146,0.12657454192775566,0.3291940689086914
-0.18440854072570811,0.04949128150939952,0.04480190277099627,0.19612013494266617,0.3600907325744629
-0.05019509315490733,0.011167879104614364,0.00011129379272478701,0.05142257565343655,0.39107346534729004
-0.0637859058380128,0.07247673988342296,-0.019741821289062322,0.09854572093964538,0.422044038772583
-0.05243718147277843,-0.007074956893920792,-0.0196621894836424,0.056447450882662474,0.45404624938964844
0.12957728385925282,-0.07859957695007314,-0.04321889877319318,0.1575945405153344,0.4849095344543457
0.11102545738220204,-0.030155782699584854,-0.021558094024658025,0.11705030899202164,0.5158519744873047
0.07158053398132314,-0.01601469993591298,-0.1045926094055174,0.12774919726301145,0.546844482421875
0.044969205856323136,-0.025832777023315323,0.020394515991211115,0.05572699638954589,0.5777528285980225
-0.12623440742492686,0.020951623916626083,0.02357358932495135,0.13011460439292596,0.6087820529937744
0.03150713920593251,-0.06165278434753407,-0.04104452133178693,0.08048862261277095,0.6396980285644531
-0.10468136787414561,-0.021526937484741104,-0.08065395355224592,0.1338904703146643,0.6706345081329346
0.014269475936889542,0.035601968765258896,-0.04167108535766584,0.056635655539260886,0.7016558647155762
0.1420408535003661,-0.06305659294128407,-0.06421070098876935,0.16815098006834336,0.7326631546020508
-0.018405313491821396,-0.015720968246459854,0.0013582229614259589,0.024243538870209656,0.7636287212371826
-0.05977570533752452,0.06764733314514171,0.00040788650512713076,0.09027437621855612,0.7945208549499512
-0.020388956069946396,-0.10282958030700673,-0.03954725265502912,0.11204292618589563,0.8245508670806885
-0.11888730049133311,0.035136575698852646,-0.03989343643188459,0.13023154548842056,0.8563632965087891
-0.09962021827697765,0.002412195205688583,-0.01826887130737287,0.10131020794623002,0.8868820667266846
0.1233631420135497,-0.018592481613159073,-0.022873210906982244,0.12683583467295897,0.9183468818664551
-0.002838487625122177,0.03843628883361827,-0.021024990081786932,0.04390279625762508,0.9489004611968994
0.08780825614929189,-0.07460940361022939,0.020186614990234553,0.11698013668917356,0.9801762104034424
-0.04175316810607921,-0.08843768119812001,0.02264900207519549,0.10038689056643317,1.0112192630767822
-0.09347664833068858,0.12312066078186046,0.02090663909912127,0.15599252691370213,1.0421984195709229
-0.0612224292755128,-0.04049551963806142,0.02253170013427752,0.07678379039935959,1.07320237159729
0.012557630538940323,0.005026216506958114,-0.04167156219482404,0.04381182526310029,1.1040716171264648
-0.12006604194641124,-0.016476278305053604,0.02313585281372088,0.1233798600294275,1.1360938549041748
0.05104792594909657,-0.08303702354431142,-0.040692615509033025,0.10562635551683572,1.167083501815796
0.0345417308807372,0.017732019424438583,-0.06333522796630842,0.07428934504119818,1.198014736175537
-0.0038932514190674894,0.04344689369201671,-0.020686435699462713,0.04827751650660458,1.2289009094238281
-0.05146157264709483,-0.0912891674041747,0.022778224945068537,0.10724203036266981,1.2599458694458008
-0.18432652473449718,0.09762513160705577,0.022306632995605646,0.20977254328818346,1.2907042503356934
-0.13392197608947765,-0.04276526451110829,-0.017338562011718572,0.14164952968877056,1.3220016956329346
-0.026670808792114364,-0.03311503410339345,-0.019815731048583807,0.0469105608822176,1.3527085781097412
-0.03190361976623546,0.0626558017730714,-0.020706462860107244,0.07329630314137234,1.383448600769043
0.09120047569274892,-0.07546484947204579,-0.020483303070068182,0.12013340907958318,1.4144484996795654
0.003635053634643448,-0.056660299301147354,-0.019928264617919744,0.06017257566785858,1.445669412612915
-0.16427456855773936,0.006068582534790146,0.06554479598999041,0.17697198040984466,1.4766566753387451
-0.0001643848419190519,0.058345193862915146,0.00044984817504900576,0.05834715959374543,1.5076310634613037
-0.12363373756408702,-0.07482684135437001,-0.017600345611572088,0.14558203672426204,1.5385618209838867
-0.03801667213439952,0.04643761634826671,-0.01989536285400373,0.06322614202508096,1.5695364475250244
0.06595004081726064,-0.03340018272399892,-0.08369760513305646,0.11167035951766206,1.6005024909973145
0.15408766746520985,-0.08711970329284657,-0.08438663482665998,0.19609680289099762,1.6314105987548828
-0.12525689125061046,0.05400788307189952,-0.06052236557006818,0.149228338374024,1.6624228954315186
0.06067622184753407,-0.1593891429901122,0.0019604682922365058,0.1705589230639619,1.6936135292053223
-0.13889634132385265,-0.015858297348022354,-0.0393612861633299,0.14523425930668704,1.7243986129760742
-0.06491982460021983,-0.004423742294311417,-0.03948192596435529,0.0761115996406896,1.7553246021270752
0.12407458305358876,-0.03665221214294423,-0.022158908843993963,0.13125891991041874,1.786130428314209
0.02621996879577626,0.05669533729553233,-0.022025394439697088,0.0662341757322449,1.817082166671753
0.00966418266296376,-0.08857596397399892,0.001751613616943537,0.0891188306180537,1.8332231044769287
0.012902860641479386,-0.021700506210327042,0.02081508636474627,0.03272099636150658,1.880115032196045
-0.15148102760314952,0.06301819801330577,-0.03964452743530256,0.16878828028070794,1.9111132621765137
-0.08079087257385265,-0.0009161281585692294,-0.018629360198974432,0.08291596615532229,1.9421119689941406
-0.04975163459777843,0.09903656959533702,-0.10444192886352521,0.1522878319731966,1.9730310440063477
-0.061107034683227646,0.05861031532287608,-0.0408409118652342,0.0940064829254237,2.0040626525878906
0.03441203117370595,0.11215340614318858,-0.08461074829101545,0.14464284678263456,2.034954071044922
0.11678278923034657,-0.10719073295593251,-0.02117424011230451,0.15992630032731675,2.0658817291259766
0.08714926719665517,0.04084908485412608,-0.06411581039428693,0.11564808536612156,2.096890449523926
-0.016968126296997177,-0.08561766624450673,-0.03978710174560529,0.09592348799174133,2.1279826164245605
-0.10629784584045421,-0.04373991966247548,-0.03960971832275373,0.12157854411041724,2.158787727355957
-0.037051553726196396,-0.009417181015014542,-0.060596275329589666,0.07164781584678073,2.189728260040283
0.0768390941619872,0.02648102760314952,-0.021141338348388494,0.08397885091923171,2.220768928527832
-0.04356419563293468,0.07718979835510265,-0.021495628356933416,0.09120398099702343,2.2516379356384277
0.10122168540954579,-0.04137290000915517,-0.06247358322143537,0.125938457402186,2.281745672225952
0.04962885856628407,-0.08669150352478017,0.021420192718506037,0.10216293379732758,2.312260150909424
-0.05520855903625499,-0.03264201164245595,-0.019326019287109197,0.06698493066661783,2.343204975128174
-0.10967671394348155,-0.13617766380310048,-0.01626567840576154,0.1756072606537389,2.374185085296631
-0.09258496284484874,-0.011938695907592667,0.022984218597412287,0.09613938895941467,2.406404495239258
-0.009744043350219833,-0.04163325309753407,-0.04100494384765607,0.05924254859679588,2.4375052452087402
0.06918299674987782,0.06725441932678233,-0.022064495086669744,0.09897618855919817,2.468327760696411
0.15649283409118642,-0.07021868705749501,-0.02295188903808576,0.1730533453718437,2.500314712524414
-0.028946275711059677,0.06012856483459483,-0.0630743980407713,0.09182434794113385,2.5313563346862793
-0.05775677680969249,0.03784977912902843,-0.06091909408569318,0.09208467338152646,2.562267541885376
-0.16746079444885265,-0.11987364768981923,-0.07885770797729474,0.22052516227255353,2.5932395458221436
-0.007658357620239364,-0.033464078903198136,-0.08249168395996076,0.08934972266789079,2.6241743564605713
-0.06281601905822765,0.01932751655578624,0.0024129867553712714,0.0657664629702663,2.655117988586426
0.15496123313903798,-0.09510958671569814,-0.022408294677734197,0.18319647630772368,2.686178684234619
0.017557744979858292,0.07990204811096202,-0.0425198554992674,0.09219842630317944,2.7169785499572754
0.08459723472595204,-0.03699744224548329,0.04111213684082049,0.10107279877199428,2.7479727268218994
-0.023329133987426864,-0.011393194198608292,-0.04057435989379865,0.048169825071739815,2.778932809829712
-0.018525476455688583,0.04762970924377452,0.0003683090209962714,0.05110692841574143,2.810004472732544
0.019899969100952042,0.05298745155334483,-0.06256418228149396,0.08436797791158038,2.8409383296966553
-0.10038697242736827,0.040342683792114364,-0.061929512023925604,0.12466090336671426,2.871968984603882
0.018113737106323136,-0.06820834159851064,-0.039390850067138494,0.08082155903339089,2.9029393196105957
0.08314478874206532,0.014610643386840927,-0.06398372650146467,0.10592659747275159,2.9341444969177246
0.015247945785522354,-0.05132163047790517,-0.062088298797607244,0.08198394021495814,2.9651236534118652
-0.03758942604064952,-0.04102576255798329,-0.08061199188232404,0.09795086206239005,2.9958128929138184
-0.14742791175842296,-0.08436644554138173,0.02427692413330096,0.1715868740437634,3.026729106903076
-0.08568703651428233,0.10790192604064952,-0.020575332641601385,0.13931417079103725,3.0577430725097656
-0.06984650611877452,0.0026124668121338956,-0.018554973602294744,0.07231629446553772,3.0887012481689453
0.06111014366149892,0.024479265213012802,-0.0224087715148924,0.06954018352366283,3.119633436203003
0.037278776168823136,-0.05848181724548329,-0.04080467224121076,0.08046646119776835,3.150648593902588
0.06581271171569814,-0.058956747055053604,-0.04129486083984357,0.09753192594463214,3.1815378665924072
0.07654154777526845,0.05308186531066905,-0.0023863792419431817,0.0931771847963872,3.2134523391723633
-0.12112271308898936,-0.011465673446655167,0.0234744071960451,0.12390811550027184,3.2445080280303955
-0.056364412307739364,0.04859673500061046,0.0005466461181642401,0.07442370892057787,3.275355339050293
-0.07847439765930186,-0.020736341476440323,0.08490104675292987,0.11745814014175843,3.3053252696990967
0.01144469261169423,0.06368386268615733,-0.04170684814453107,0.07698101413826974,3.337414264678955
0.03217280387878407,-0.057133321762084854,-0.020417976379394354,0.06867459154900107,3.3682024478912354
-0.00951325416564952,-0.05852759361267079,-0.0603721618652342,0.08462138705547333,3.3992483615875244
0.03744376182556142,0.07427155494689952,0.019636344909668146,0.0854627709315064,3.4301419258117676
-0.04655968666076671,0.05981099128723155,0.041464042663574396,0.0863969092891452,3.4611876010894775
-0.1744884204864503,0.1287435245513917,0.042631340026855646,0.22099442334650998,3.4920663833618164
-0.11910187721252452,-0.07233107566833485,-0.017565059661865057,0.14044775891344982,3.523029327392578
0.06787646293640126,-0.04369318962097157,0.04079790115356463,0.09044765214502178,3.5539350509643555
0.11763155937194814,-0.09969485282897939,-0.06286649703979474,0.16651859923420728,3.5849385261535645
0.017047529220580948,0.03009736061096202,-0.021725940704345525,0.040847103541886386,3.615866184234619
0.05773127555847157,-0.07066309928894032,-0.06192235946655256,0.11027489460721224,3.647022247314453
-0.12299382209777843,0.0878328037261964,0.04263467788696307,0.15703438299668518,3.6778972148895264
