Joint 1 Position
"[-0.3081163314845115, 0.7704191368444049, -0.10322143504893308, -2.0486731374186493, -0.23530619214793377, 4.402542395544698, 1.032487071206106]"
"[-0.3081163314845115, 0.7704191368444049, -0.10322143504893308, -2.0486731374186493, -0.23530619214793377, 4.402542395544698, 1.032487071206106]"
"[-0.3081139394561777, 0.7704512387205319, -0.10322316163849485, -2.0486696329970124, -0.2353094716903114, 4.402543754485587, 1.0324830789748347]"
"[-0.30809814719933154, 0.7704941286428733, -0.1032174813327862, -2.0486717202588203, -0.2353106569128235, 4.402543547498736, 1.0324829877752049]"
"[-0.308098055337045, 0.770502668994354, -0.1032230457911553, -2.0486765629068264, -0.23531029389267527, 4.402536947897048, 1.0324844809915281]"
"[-0.30809033961712845, 0.7705017022432606, -0.10321676676973247, -2.0486852744169797, -0.2353075016843377, 4.402537501897116, 1.0324811181403917]"
"[-0.3080862116133412, 0.7705068783668194, -0.1032090262081077, -2.0487009016215048, -0.23531205473397163, 4.402537616071139, 1.0324809884904462]"
"[-0.30808025273853445, 0.7705002674228915, -0.10319226880563685, -2.048704586372852, -0.2353117446698786, 4.40253812137107, 1.0324649798636958]"
"[-0.30806006721628676, 0.7704966136993441, -0.10316750813500779, -2.0487119958666904, -0.23531550737700038, 4.402542446891447, 1.0324448685746648]"
"[-0.3080415316744442, 0.7704968840758841, -0.10306026816938274, -2.0487202964518096, -0.2353125383861561, 4.402545417642184, 1.0324094994936508]"
"[-0.30792957955752115, 0.7704850249047172, -0.10292364379951578, -2.0487318585589507, -0.23531061287242788, 4.40255685831506, 1.0322770062595674]"
"[-0.3078648790803738, 0.7704756784210537, -0.10280613232968978, -2.0487573608088003, -0.2352875888540245, 4.402563666970304, 1.0322486946664564]"
"[-0.30778591061032784, 0.7704698372508361, -0.10265561926934302, -2.0488000477880375, -0.23524280220098134, 4.402572387346143, 1.0321846771503775]"
"[-0.30770141522529976, 0.7704634552772514, -0.10246244846392809, -2.0488258382854756, -0.23501084844852346, 4.402587258708082, 1.032081711734519]"
"[-0.30760134863188693, 0.7704601207945185, -0.10225921494858566, -2.048837950455484, -0.23498225259606154, 4.402605144966479, 1.0319622181550827]"
"[-0.30748738718277235, 0.7704496781080313, -0.10203868529892259, -2.048846268874325, -0.23487174039279182, 4.402669296823424, 1.031837300137553]"
